,product_name,sale_price,regular_price,category
420,lc lauren conrad mint green ... turtle slipknot bracelet,8.4,12.0,bracelet
421,jennifer lopez 6-row stretch ... ring,18.2,26.0,ring
422,jingle bell cluster necklace,7.2,16.0,necklace
423,croft & barrow® ring size ... adjuster set,7.2,8.0,ring
424,simply vera vera wang faceted ... stone cluster drop earrings,10.8,18.0,earring
425,earring backing set,5.4,6.0,earring
426,simply vera vera wang ... simulated pearl y necklace,18.0,30.0,earring
427,simply vera vera wang faceted ... marquise cluster drop earrings,10.8,18.0,earring
428,filigree christmas tree nickel ... free drop earrings,4.5,10.0,earring
429,hammered circle link necklace,10.8,18.0,necklace
430,simulated crystal & simulated ... pearl stretch bracelet set,10.8,18.0,earring
431,scrollwork disc drop earrings,7.2,12.0,earring
432,concentric hoop earrings,7.2,12.0,earring
433,mudd® long wire flower pendant ... necklace,10.8,18.0,necklace
434,silver tone simulated stone ... ring set,12.0,20.0,ring
435,tri-tone hoop earring set,7.2,12.0,earring
436,silver tone simulated pearl ... multistrand necklace & drop earring set,12.0,20.0,earring
437,silver-tone simulated crystal ... & simulated pearl stud & hoop earring set,7.2,12.0,earring
438,silver tone crisscross ring,10.8,18.0,ring
439,napier silver tone butterfly ... pin,12.0,20.0,pin
440,apt. 9® cubic zirconia cross & ... half hoop earring set,8.99,18.0,earring
441,lc lauren conrad starfish stud ... earrings,9.8,14.0,earring
442,lc lauren conrad arrow ... bracelet,9.8,14.0,bracelet
443,lc lauren conrad heart ... necklace,9.8,14.0,earring
444,lc lauren conrad 2-piece ... choker necklace set,9.8,14.0,necklace
445,lc lauren conrad pave teardrop ... pendant necklace,9.8,14.0,earring
446,lc lauren conrad leaf nickel ... free pink tassel drop earrings,9.8,14.0,earring
447,simulated crystal snowflake ... pin,6.3,14.0,pin
448,christmas charm beaded stretch ... bracelet,6.3,14.0,bracelet
449,jennifer lopez graduated ... geometric bar statement necklace,26.6,38.0,necklace
450,simply vera vera wang pink ... nickel free inverted teardrop earrings,9.6,16.0,earring
451,mudd® gold tone seed bead long ... necklace,9.6,16.0,necklace
452,napier silver tone engraved ... simulated crystal drop earrings,9.6,16.0,earring
453,mudd® flat tube hoop earring ... set,9.6,16.0,earring
454,silver tone bead multistrand ... long necklace & drop earring set,11.7,26.0,earring
455,dana buchman textured disc bib ... necklace,21.0,30.0,necklace
456,napier® silver-tone twist ... stretch bracelet,15.0,25.0,bracelet
457,lc lauren conrad bird stud ... earrings,7.0,10.0,earring
458,dana buchman wreath pin,14.99,26.0,pin
459,dana buchman christmas tree ... pin,14.99,26.0,pin
460,dana buchman holiday wreath ... pin,14.99,26.0,pin
461,dana buchman crystal circle ... pendant & stud earring set,14.99,26.0,earring
462,pet friends paw print stud ... earrings,8.0,16.0,earring
463,silver tone stud earring set,4.5,10.0,earring
464,poinsettia nickel free drop ... earrings,5.4,12.0,earring
465,simply vera vera wang beaded ... fireball multi strand necklace,20.4,34.0,necklace
466,silver tone omega hoop ... earrings,6.0,10.0,earring
467,gold tone poinsettia pin,6.3,14.0,pin
468,lc lauren conrad gray flower ... nickel free stud earrings,8.4,12.0,earring
469,simply vera vera wang hoop ... earrings,8.4,14.0,earring
470,lc lauren conrad button stud ... earrings,8.4,12.0,earring
471,napier filigree disc pendant ... cord necklace,16.8,28.0,necklace
472,lc lauren conrad rose gold ... vine & flower bracelet,12.6,18.0,bracelet
473,dana buchman folded hoop ... earrings,12.6,18.0,earring
474,lc lauren conrad double strand ... arrow necklace,12.6,18.0,necklace
475,lc lauren conrad star & flower ... stud earring set,11.2,16.0,earring
476,dana buchman simulated  ... abalone threader drop earrings,11.2,16.0,earring
477,croft & barrow® silver tone ... hoop earring set,8.4,14.0,earring
478,hoop earring set,8.4,14.0,earring
479,silver tone simulated pearl & ... simulated crystal drop earrings,8.4,14.0,earring
480,napier silver tone stretch ... bracelet,14.4,24.0,bracelet
481,jennifer lopez geometric ... filigree disc drop earrings,8.4,12.0,earring
482,simply vera vera wang multi ... strand long necklace,25.2,42.0,necklace
483,lc lauren conrad layered ... simulated crystal pendant necklace,12.6,18.0,necklace
484,mudd® two tone flower teardrop ... earring set,7.2,12.0,earring
485,lc lauren conrad rose gold ... disc charm anklet,8.4,12.0,anklet
486,dana buchman textured knot ... button stud clip-on earrings,11.2,16.0,earring
487,lc lauren conrad silver tone ... filigree disk drop nickel free earrings,8.4,12.0,earring
488,jennifer lopez stretch ... bracelet,25.2,36.0,bracelet
489,napier simulated crystal ... snowflake burst earrings,8.4,14.0,earring
490,mudd® beaded bangle bracelet ... set,14.4,24.0,bracelet
491,dana buchman gold tone long ... necklace,25.2,36.0,necklace
492,dana buchman abalone statement ... collar necklace,25.2,36.0,necklace
493,hammered & twist simulated ... crystal bangle bracelet set,14.4,24.0,bracelet
494,primrose 14k gold over silver ... 3-pair tube hoop earring set,20.0,50.0,earring
495,lc lauren conrad simulated ... crystal heart necklace set,9.99,22.0,earring
496,christmas cosmic star drop ... earrings,4.5,10.0,earring
497,chevron ladder necklace,9.0,20.0,necklace
498,simulated crystal & flower ... adjustable bracelet,11.0,22.0,bracelet
499,crystal allure bib necklace & ... stud earring set,99.0,165.0,earring
500,lc lauren conrad multi strand ... bracelet,9.8,14.0,bracelet
501,dana buchman curved bar ... threader earrings,9.8,14.0,earring
502,dana buchman textured double ... disc drop earrings,9.8,14.0,earring
503,"lc lauren conrad ""fearless"" ... bar bolo bracelet",9.8,14.0,earring
504,circle link stretch bracelet,10.8,18.0,bracelet
505,simply vera vera wang silver ... tone wrapped hoop earrings,10.8,18.0,earring
506,simply vera vera wang curved ... bar beaded cord bracelet,10.8,18.0,bracelet
507,silver tone simulated pearl ... long necklace & stud earring set,12.0,20.0,earring
508,simply vera vera wang pink ... beaded cluster drop earrings,9.6,16.0,earring
509,"snowflake, jingle bell & ... ornament nickel free drop earring set",6.3,14.0,earring
510,gold tone christmas tree angel ... pin,6.3,14.0,pin
511,silver tone holiday cat & bell ... pin,6.3,14.0,pin
512,red & green beaded coil ... bracelet,7.2,16.0,bracelet
513,simply vera vera wang lace ... nickel free drop earrings,15.6,26.0,earring
514,napier stretch bracelet,15.6,26.0,bracelet
515,two tone hoop earring set,7.2,12.0,earring
516,stretch bracelet,7.2,12.0,bracelet
517,long disc cluster oval link ... necklace,13.2,22.0,necklace
518,"silver and gold tone ... butterfly, cat & flower nickel free stud earring set",13.2,22.0,earring
519,simply vera vera wang ... simulated crystal fireball threader drop earrings,13.2,22.0,earring
520,long circle & oval link ... necklace,13.2,22.0,necklace
521,apt. 9® nickel free hammered ... teardrop earrings,8.4,14.0,earring
522,stretch bracelet set,8.4,14.0,bracelet
523,lc lauren conrad cubic ... zirconia arrow pendant necklace set,15.4,22.0,necklace
524,lc lauren conrad long tri tone ... knotted y necklace,15.4,22.0,necklace
525,"mudd® flower, bow, bird & ... butterfly stud earring set",13.2,22.0,earring
526,simply vera vera wang ... simulated crystal long multi strand necklace,22.8,38.0,necklace
527,simply vera vera wang filigree ... layered bell necklace,22.8,38.0,necklace
528,pet friends simulated crystal ... cat bracelet & stud earring set,13.0,26.0,earring
529,lc lauren conrad simulated ... crystal statement necklace,18.2,26.0,necklace
530,tri tone bead & bar stretch ... bracelet set,13.0,26.0,bracelet
531,christmas sequined santa hat ... drop earrings,4.5,10.0,earring
532,napier long interlocked circle ... pendant necklace,18.0,30.0,necklace
533,napier® silver-tone teardrop ... earrings,6.0,10.0,earring
534,simulated crystal & bead long ... necklace & earring set,15.0,30.0,earring
535,simply vera vera wang black ... bird pin,14.99,26.0,pin
536,silver tone cubic zirconia ... nickel free earring & necklace set,8.99,18.0,earring
537,silver tone cubic zirconia & ... simulated pearl nickel free earring and necklace set,8.99,18.0,earring
538,teardrop simulated stone ... linear drop earrings,8.99,18.0,earring
539,dana buchman interlocked drop ... earrings,11.2,16.0,earring
540,dana buchman purple simulated ... abalone statement collar necklace,22.4,32.0,necklace
541,clear bead & snowflake charm ... stretch bracelet set,8.1,18.0,earring
542,lc lauren conrad filigree cuff ... bracelet,9.8,14.0,bracelet
543,"reindeer, present & jingle ... bells nickel free drop earring set",6.3,14.0,earring
544,dana buchman infinity hoop ... drop earrings,12.6,18.0,earring
545,lc lauren conrad long round ... shaker pendant necklace,12.6,18.0,necklace
546,crisscross & twisted hoop ... earring set,6.3,14.0,earring
547,lc lauren conrad geometric ... stone tassel pendant necklace,12.6,18.0,necklace
548,lc lauren conrad teardrop ... nickel free hoop earrings,9.8,14.0,earring
549,dana buchman drop earrings,12.6,18.0,earring
550,lc lauren conrad layered heart ... necklace,12.6,18.0,earring
551,jennifer lopez nickel free ... kite double drop earrings,9.8,14.0,earring
552,pet friends simulated crystal ... cat drop earrings,8.0,16.0,earring
553,green simulated stone ... statement drop earrings,10.99,22.0,earring
554,gold-tone simulated pearl stud ... earring set,7.2,12.0,earring
555,croft & barrow® replacement ... earring backing set,5.4,6.0,earring
556,silver-tone simulated pearl ... stud earring set,7.2,12.0,earring
557,napier u-hoop earrings,7.2,12.0,earring
558,simply vera vera wang inverted ... nickel free blue teardrop earrings,9.6,16.0,earring
559,simply vera vera wang ... geometric stone threader earrings,10.8,18.0,earring
560,hammered triple hoop nickel ... free drop earrings,7.2,12.0,earring
561,simulated crystal & simulated ... pearl cluster pin,10.8,18.0,earring
562,napier filigree hoop clip-on ... earrings,10.8,18.0,earring
563,lc lauren conrad rose gold ... tone beaded adjustable bracelet,8.4,12.0,bracelet
564,lc lauren conrad dachsund ... adjustable bracelet,8.4,12.0,bracelet
565,silver tone simulated pearl ... necklace & drop earring set,12.0,20.0,earring
566,napier clip on oval hoop ... earrings,8.4,14.0,earring
567,hoop earrings,6.0,10.0,earring
568,jennifer lopez fringe y ... necklace,21.0,30.0,necklace
569,dana buchman simulated crystal ... textured multi strand statement necklace,28.0,40.0,necklace
570,lc lauren conrad silver tone ... nickel free hoop earrings,7.0,10.0,earring
571,jennifer lopez long ... multistrand chain necklace,16.8,24.0,necklace
572,lc lauren conrad double strand ... cube & stick pendant necklace,16.8,24.0,necklace
573,twisted open teardrop ... earrings,8.4,14.0,earring
574,napier silver tone simulated ... crystal button stud earrings,8.4,14.0,earring
575,silver tone simulated pearl ... multistrand necklace & drop earring set,12.0,20.0,earring
576,jennifer lopez lattice oblong ... nickel free kite earrings,14.0,20.0,earring
577,jennifer lopez gold tone ... simulated stone chain drop front-back earrings,16.8,24.0,earring
578,"purple beads & charms ""free ... spirit"" engraved stretch bracelet set",13.99,24.0,bracelet
579,1928 filigree teardrop y ... necklace,16.5,22.0,earring
580,"silver tone ""let it snow"" ... snowman pin",6.3,14.0,pin
581,tri tone textured teardrop ... earring set,6.3,14.0,earring
582,simply vera vera wang heart ... pendant,20.4,34.0,earring
583,simply vera vera wang ... simulated crystal necklace,20.4,34.0,necklace
584,simply vera vera wang ... simulated pearl multi strand necklace,20.4,34.0,earring
585,simulated pearl & multi ... colored bell cluster chain necklace,9.0,20.0,earring
586,angel nickel free fringe drop ... earrings,5.4,12.0,earring
587,simulated crystal nickel free ... magnetic stud earrings,9.0,10.0,earring
588,replacement butterfly earring ... back set,5.4,6.0,earring
589,metallic beaded coil bracelet,8.1,18.0,bracelet
590,green glitter wreath nickel ... free drop earrings,5.4,12.0,earring
591,silver-tone rectangle pendant ... & stud earring set,9.0,20.0,earring
592,pet friends simulated crystal ... bone stud earrings,8.0,16.0,earring
593,primrose 14k gold over silver ... double marquise twist drop earrings,20.0,50.0,earring
594,dana buchman long circle link ... station necklace,26.6,38.0,necklace
595,jennifer lopez tri tone multi ... strand chain necklace,26.6,38.0,necklace
596,jingle bell & star long ... necklace,7.2,16.0,necklace
597,"christmas tree, poinsettia & ... snowflake nickel free earring set",7.2,16.0,earring
598,christmas ornament y necklace ... & drop earring set,7.2,16.0,earring
599,twisted curved bar necklace,13.2,22.0,necklace
600,holiday scottie dog pin,7.2,16.0,pin
601,textured hoop earrings,7.2,12.0,earring
602,napier knot button stud ... earrings,7.2,12.0,earring
603,silver tone simulated pearl & ... simulated crystal linear drop earrings,7.2,12.0,earring
604,simulated pearl linear drop ... earrings,7.2,12.0,earring
605,lc lauren conrad hoop ... earrings,9.8,14.0,earring
606,lc lauren conrad giraffe ... pendant necklace,9.8,14.0,necklace
607,lc lauren conrad simulated ... crystal disc pendant necklace,9.8,14.0,necklace
608,"lc lauren conrad simulated ... crystal ""mama"" necklace",9.8,14.0,necklace
609,dana buchman tri tone double ... circle pendant,19.6,28.0,other
610,dana buchman purple abalone ... stud clip-on earrings,11.2,16.0,earring
611,lc lauren conrad silver tone ... filigree circle pendant necklace,9.8,14.0,necklace
612,lc lauren conrad filigree ... butterfly necklace,9.8,14.0,necklace
613,pet friends chameleon pin,13.0,26.0,pin
614,"lc lauren conrad ""wake up & ... make up"" cosmetic bag",15.6,26.0,other
615,pet friends holiday cat photo ... frame pin,13.0,26.0,pin
616,pet friends cat fish bowl pin,13.0,26.0,pin
617,simply vera vera wang square & ... teardrop cluster link stretch bracelet,15.6,26.0,earring
618,tasseled double circle long ... pendant necklace,15.6,26.0,necklace
619,napier red simulated crystal ... stretch bracelet,15.6,26.0,bracelet
620,crystal avenue long cross ... lariat necklace,39.0,65.0,necklace
621,lc lauren conrad beaded ... layered station necklace,15.4,22.0,necklace
622,lc lauren conrad tri tone ... simulated stone earring set,15.4,22.0,earring
623,jennifer lopez pave square ... stretch ring,15.4,22.0,ring
624,lc lauren conrad turtle ... earring set,15.4,22.0,earring
625,napier teardrop pendant ... necklace,9.6,16.0,earring
626,napier textured drop earrings,9.6,16.0,earring
627,napier two tone wavy clip on ... earrings,9.6,16.0,earring
628,napier door knocker clip on ... earrings,9.6,16.0,earring
629,napier simulated crystal ... textured necklace & earring set,19.2,32.0,earring
630,simulated crystal coil ... bracelet,9.6,16.0,bracelet
631,napier silver tone textured ... split-shank threader earrings,9.6,16.0,earring
632,christmas gift beaded drop ... earrings,4.5,10.0,earring
633,1928 faceted bead & seed bead ... coil bracelet,25.5,34.0,bracelet
634,1928 bead & flower necklace,25.5,34.0,necklace
635,1928® gold-tone simulated ... pearl & rose necklace,25.5,34.0,earring
636,lc lauren conrad starburst ... drop earrings,8.4,12.0,earring
637,lc lauren conrad baguette ... nickel free threader earrings,8.4,12.0,earring
638,lc lauren conrad foil stone ... nickel free stud earrings,8.4,12.0,earring
639,dana buchman interlocking hoop ... earrings,12.6,18.0,earring
640,lc lauren conrad filigree ... charm & clear bead 3 row bracelet,12.6,18.0,earring
641,simply vera vera wang blue ... cluster drop earrings,8.4,14.0,earring
