,product_name,price
5150,bony levy kiera diamond stacking ring (nordstrom exclusive),1295.0
5151,bony levy amara deluxe hinge bangle (nordstrom exclusive),5995.0
5152,lagos signature gifts pavé & gemstone ball pendant,495.0
5153,lagos signature gifts marquee ball pendant necklace,995.0
5154,lagos signature caviar ellipse link bracelet,1250.0
5155,kris nations mama script ring,47.5
5156,lagos torsade drop earrings,650.0
5157,lagos caviar diamond wrist cuff,2.0
5158,kate spade new york emmalyn 54mm polarized cat eye sunglasses,180.0
5159,lagos spark diamond station bracelet,3.0
5160,"rebecca minkoff major bracelet watch, 35mm",150.0
5161,"rebecca minkoff major bracelet watch, 35mm",150.0
5162,"rebecca minkoff major stud leather strap watch, 35mm",150.0
5163,"rebecca minkoff moment leather strap watch, 27mm x 39mm",150.0
5164,monica vinader engravable nura teardrop pendant charm,115.0
5165,monica vinader nura mini reef pendant charm,115.0
5166,lagos diamond lux single station x bracelet,5.0
5167,lagos diamond lux single station x bracelet,1595.0
5168,lagos beloved diamond key pendant necklace,1250.0
5169,lagos signature caviar anchor pendant necklace,350.0
5170,chloé mini faye leather & suede backpack,1490.0
5171,lagos caviar spark diamond oval hoop earrings,995.0
5172,monica vinader engravable linear stone ring,0.5
5173,lagos black caviar bracelet,1450.0
5174,lagos 'beloved' diamond infinity pendant necklace,650.0
5175,lagos 'black caviar' station necklace,1450.0
5176,lagos pyramid drop earrings,350.0
5177,lagos caviar diamond ring,1150.0
5178,lagos caviar hoop earrings,995.0
5179,lagos 'signature caviar' diamond rope bracelet (online only),850.0
5180,lagos 'derby' diamond buckle rope bracelet,3.5
5181,lagos caviar long pendant necklace,300.0
5182,lagos sterling silver 4mm caviar chain necklace,495.0
5183,bp. gradient petite aviator sunglasses,14.0
5184,tory burch feather drop earrings,178.0
5185,rebecca minkoff lara braided leather belt,68.0
5186,rebecca minkoff double roller core belt,58.0
5187,rebecca minkoff suede laced chain belt,88.0
5188,tory burch mini robinson wallet leather bifold wallet,138.0
5189,madewell ball drop earrings,24.0
5190,ted baker london maceyy double zip leather crossbody bag,179.0
5191,madewell holding pattern necklace,35.0
5192,madewell mini lorimer leather backpack,158.0
5193,tory burch leather bracelet,128.0
5194,j.crew leather card case,39.5
5195,j.crew leather dopp kit,98.0
5196,rebecca minkoff small love crossbody bag (nordstrom exclusive),198.0
5197,topshop tokyo studded nylon shoulder bag,52.0
5198,topshop checkerboard mini bowler bag,52.0
5199,quay australia goodnight kiss cat eye sunglasses,55.0
5200,quay australia gold dust 55mm square sunglasses,60.0
5201,topshop faux fur baker boy cap,30.0
5202,j.crew crystal mirror statement earrings,79.5
5203,ted baker london crystal star beanie,99.0
5204,rag & bone jonie convertible mittens,125.0
5205,rag & bone jonie beanie,125.0
5206,rag & bone jonie ski mask hood,175.0
5207,bony levy diamond station two-tone bangle (nordstrom exclusive),3995.0
5208,bony levy 20th anniversary diamond circle pendant necklace (nordstrom exclusive),1995.0
5209,ted baker london amoria sweetheart earrings & necklace gift set,79.0
5210,ted baker london coedii swarovski crystal pendant necklace,49.0
5211,bony levy mika diamond pavé pendant necklace (nordstrom exclusive),1995.0
5212,bony levy 20th anniversary pavé diamond circle necklace (nordstrom exclusive),895.0
5213,bony levy prism pavé pendant necklace (nordstrom exclusive),850.0
5214,bony levy prism pavé diamond bangle (nordstrom exclusive),2995.0
5215,bony levy monaco diamond necklace (nordstrom exclusive),995.0
5216,j.crew glass bead bracelet,79.5
5217,rag & bone large elliot genuine shearling fanny pack,550.0
5218,rag & bone large elliot metallic leather fanny pack,475.0
5219,rag & bone mini camden suede tote,395.0
5220,rag & bone compass colorblock leather crossbody bag,395.0
5221,rag & bone field metallic leather clutch,425.0
5222,rag & bone field textured leather clutch,395.0
5223,rag & bone small field leather messenger bag,4.5
5224,rag & bone field leather french wallet,225.0
5225,rag & bone small suede genuine shearling field backpack,895.0
5226,rag & bone atlas suede shoulder bag,595.0
5227,ted baker london narrnia silk scarf,135.0
5228,ted baker london wonderland floral silk cape,175.0
5229,ted baker london narrnia silk cape scarf,175.0
5230,ted baker london wonderland floral skinny scarf,59.0
5231,ted baker london wonderland flight silk cape scarf,175.0
5232,ted baker london graceful floral skinny scarf,59.0
5233,ted baker london pirroutte square silk scarf,119.0
5234,ted baker london pirrouette cape scarf,175.0
5235,ted baker london mistletoe kiss cape scarf,175.0
5236,ted baker london mistletoe kiss silk scarf,135.0
5237,madewell star-embossed leather pouch clutch,54.5
5238,kate spade new york razzle dazzle stud earrings,48.0
5239,kate spade new york bead stud earrings,58.0
5240,kate spade new york razzle dazzle linear statement earrings,88.0
5241,kate spade new york razzle dazzle huggie hoop earrings,48.0
5242,kate spade new york one in a million mismatched earrings,38.0
5243,kate spade new york razzle dazzle linear earrings,68.0
5244,kate spade new york razzle dazzle linear statement earrings,88.0
5245,kate spade new york razzle dazzle stud earrings,48.0
5246,kate spade new york razzle dazzle hoop earrings,78.0
5247,halogen® double huggie hoop earrings,25.0
5248,halogen® tapered hoop earrings,29.0
5249,tory burch crystal logo stud earrings,98.0
5250,kate spade new york bedazzled beanie,68.0
5251,kate spade new york spade beanie,48.0
5252,kate spade new york stripe spade beanie,58.0
5253,eileen fisher colorblock wool blend scarf,138.0
5254,eileen fisher marled knit scarf,178.0
5255,eileen fisher herringbone wool scarf,108.0
5256,eileen fisher scarf stripe tencel® lyocell blend scarf,98.0
5257,topshop sabrina link shoulder bag,60.0
5258,topshop heavy punk check scarf,40.0
5259,topshop stripe ribbed scarf,38.0
5260,steve madden leopard spot reversible bucket hat,28.0
5261,bp. 50mm flat square sunglasses,14.0
5262,bp. 3-pack crystal linear earrings,16.0
5263,bp. chainlink statement bib necklace,24.0
5264,bp. chainlink medallion y-necklace,22.0
5265,tory burch letter check silk neckerchief,68.0
5266,tory burch heart star silk necktie,58.0
5267,gorjana collette circle adjustable necklace,55.0
5268,gorjana collette circle stud earrings,40.0
5269,gorjana collette bar necklace,60.0
5270,burberry small embossed crest leather tote,950.0
5271,bony levy two-tone diamond earrings (nordstrom exclusive),550.0
5272,bony levy diamond double stack ring (nordstrom exclusive),895.0
5273,bony levy blue topaz baguette stack ring (nordstrom exclusive),850.0
5274,bony levy two-tone diamond oval necklace (nordstrom exclusive),550.0
5275,kendra scott tess pendant necklace,65.0
5276,kendra scott sutton linear earrings,80.0
5277,kendra scott abelia stud earrings,130.0
5278,kate spade new york universal laptop sleeve,85.0
5279,gorjana star stud earrings,35.0
5280,eileen fisher check wrap,198.0
5281,eileen fisher scarf,118.0
5282,eileen fisher alpaca blend scarf,198.0
5283,eileen fisher linen blend scarf,118.0
5284,madewell glitter shapes statement earrings,28.0
5285,madewell vermeil crescent moon stud earrings,38.0
5286,madewell gold-filled hoop earrings,38.0
5287,madewell bright star vermeil stud earrings,38.0
5288,madewell chunky crescent moon necklace,36.0
5289,leith menswear plaid fringe scarf,32.0
5290,leith metallic tassel chenille scarf,38.0
5291,leith stripe fringe scarf,32.0
5292,leith metallic foil puffer scarf,36.0
5293,nike acg packable backpack,50.0
5294,nike packable duffel bag,50.0
5295,tory burch ella patent nylon tote,198.0
5296,tory burch mini ella patent nylon tote,178.0
5297,gorjana josslyn interlocking hoop earrings,55.0
5298,gorjana josslyn charm necklace,50.0
5299,gorjana josslyn bar pendant necklace,60.0
5300,gorjana rumi confetti necklace,75.0
5301,gorjana perry marquise cluster pendant necklace,60.0
5302,bp. imitation pearl beanie,22.0
5303,bp. snap detail quilted puffer scarf,29.0
5304,gorjana josey cuff,110.0
5305,bp. varsity stripe scarf,29.0
5306,rebecca minkoff bree - grl pwr leather belt bag (nordstrom exclusive),178.0
5307,rebecca minkoff girl power north/south leather tote (nordstrom exclusive),198.0
5308,rebecca minkoff blythe suede crossbody bag,195.0
5309,tory burch sun moon crystal earrings,178.0
5310,tory burch crystal & imitation pearl necklace,178.0
5311,tory burch celestial charm earrings,78.0
5312,tory burch mother of pearl heart statement clip earrings,258.0
5313,tory burch circles chandelier clip earrings,198.0
5314,tory burch celestial earrings,128.0
5315,tory burch imitation pearl & crystal linear earrings,158.0
5316,tory burch pavé crystal punctuation station rosary necklace,178.0
5317,tory burch punctuation crystal & imitation pearl drop earrings,148.0
5318,tory burch punctuation crystal stud earrings,68.0
5319,tory burch mismatched celestial wire earrings,98.0
5320,tory burch crescent moon clip earrings,178.0
5321,tory burch reversible double wrap logo bracelet,128.0
5322,tory burch semiprecious stone inlay heart earrings,88.0
5323,tory burch imitation pearl & crystal delicate station necklace,178.0
5324,ted baker london daliana dolly flower ribbon necklace,155.0
5325,ted baker london edolii princess sparkle line bracelet,95.0
5326,ted baker london decimaa mini ribbon bow cuff,59.0
5327,ted baker london eada princess sparkle choker necklace,129.0
5328,ted baker london dalilaa dolly flower drop earrings,119.0
5329,free people nightbird velvet kimono,88.0
5330,rebecca minkoff tubular multi-chain short necklace,58.0
5331,rebecca minkoff crystal ball & bar stud earrings,28.0
5332,rebecca minkoff tubular frontal hoop earrings,28.0
5333,rebecca minkoff tubular cuff,38.0
5334,free people mon cheri kimono,68.0
5335,free people sunny afternoon kimono,48.0
5336,kate spade new york feather pendant necklace,88.0
5337,kate spade new york feather statement necklace,148.0
5338,gorjana collette set of 2 rings,55.0
5339,tory burch rope clover stud earrings,98.0
5340,tory burch block-t crystal logo stud earrings,88.0
5341,tory burch imitation baroque imitation pearl & bead drop earrings,128.0
5342,tory burch celestial star necklace,98.0
5343,tory burch heart charm bracelet,128.0
5344,tory burch crystal multistrand bracelet,198.0
5345,tory burch imitation pearl rope clover pendant necklace,128.0
5346,rebecca minkoff bead edge cuff bracelet,38.0
5347,rebecca minkoff signet ring,38.0
5348,topshop faux fur pompom beanie,26.0
5349,rebecca minkoff gerber stripe scarf,68.0
5350,rebecca minkoff paisley print tassel ruana,88.0
5351,rebecca minkoff studded scarf,68.0
5352,rebecca minkoff montse quilted leather belt beg,118.0
5353,madewell fallen petals earrings,32.0
5354,madewell fallen petals cuff bracelet,28.0
5355,madewell fallen petals necklace,48.0
5356,rebecca minkoff gerber stripe diamond scarf,38.0
5357,rebecca minkoff maya leather belt bag,128.0
5358,rebecca minkoff large metallic stripe square scarf,58.0
5359,rebecca minkoff laia studded leather belt,68.0
5360,rebecca minkoff city floral ruana,88.0
5361,rebecca minkoff sasha north/south belt bag,108.0
5362,rebecca minkoff city floral scarf,68.0
5363,rebecca minkoff crystal & stud leather belt,78.0
5364,j.crew leather dopp kit,98.0
5365,j.crew leather card case,39.5
5366,j.crew harper metallic leather crossbody bag,198.0
5367,j.crew leather passport case,79.5
5368,j.crew genuine calf hair luggage tag,59.5
5369,j.crew harper leather crossbody bag,198.0
5370,j.crew foil print star leather slip card case,39.5
5371,j.crew metallic leather luggage tag,49.5
5372,j.crew plaid leather slip card case,39.5
5373,j.crew harper croc-embossed leather crossbody bag,198.0
5374,j.crew harper snake embossed leather crossbody bag,198.0
5375,j.crew genuine calf hair slip card case,49.5
5376,j.crew metallic leather passport case,79.5
5377,j.crew leather luggage tag,49.5
5378,j.crew metallic leather slip card case,39.5
5379,j.crew mini genuine calf hair shoulder/crossbody satchel,198.0
5380,j.crew plaid leather luggage tag,49.5
5381,j.crew harper genuine calf hair continental wallet,158.0
5382,ivy park® box logo beanie,30.0
5383,j.crew pendulum ball necklace,42.0
5384,tory burch fleming quilted leather belt bag,278.0
5385,tory burch mini ella stud tote,228.0
5386,tory burch ella stud tote,248.0
5387,tory burch fleming quilted metallic leather continental wallet,348.0
5388,tory burch small fleming tweed convertible shoulder bag,498.0
5389,bp. layered rectangular chain necklace,19.0
5390,bp. clock necklace,19.0
5391,kate spade new york taxi stripe scarf,88.0
5392,kate spade new york ny culture oblong scarf,98.0
5393,kate spade new york dusk bud silk scarf,138.0
5394,topshop diana diamante bumbag,48.0
5395,leith 62mm rimless geometric aviator sunglasses,19.0
5396,leith 67mm mirror cat eye sunglasses,19.0
5397,leith beaded fringe earrings,18.0
5398,kate spade new york skyline wool blend scarf,168.0
5399,kate spade new york artistic floral oblong scarf,138.0
5400,nordstrom cubic zirconia necklace,149.0
5401,nordstrom crystal station y-necklace,89.0
5402,nordstrom layered pavé shapes necklace,59.0
5403,nordstrom pavé surround square stud earrings,39.0
5404,nordstrom long crystal tassel necklace,129.0
5405,steve madden sequin faux leather belt bag,54.0
5406,steve madden crystal faux suede belt bag,54.0
5407,kate spade new york watson lane - betty belt bag,128.0
5408,kate spade new york watson lane - lucie floral print crossbody bag,178.0
5409,kate spade new york watson lane - baby hartley quilted nylon backpack,328.0
5410,kate spade new york hayes street - hazel studded leather crossbody bag,228.0
5411,treasure & bond crystal embellished bar necklace,35.0
5412,treasure & bond molten circles pendant necklace,35.0
5413,treasure & bond layered y pendant necklace,39.0
5414,treasure & bond pavé tag huggie hoop earrings,25.0
5415,halogen® resin circle drop earrings,29.0
5416,halogen® resin oval hoop earrings,35.0
5417,halogen® resin geo drop earrings,35.0
5418,halogen® tort + chain oblong teardrop earrings,35.0
5419,halogen® resin hoop earrings,29.0
5420,halogen® resin oblong link drop earrings,35.0
5421,halogen® graduated hoop earrings,35.0
5422,halogen® huggie hoop earrings,29.0
5423,quay australia x finders keepers anything goes 49mm square sunglasses,60.0
5424,kate spade new york karalyns 56mm gradient butterfly sunglasses,160.0
5425,rebecca minkoff star silk bandana,38.0
5426,free people dreamland chunky knit infinity scarf,68.0
5427,free people no chill arm warmers,32.0
5428,free people big sky slouchy beanie,38.0
5429,tory burch hinged rectangular bracelet,198.0
5430,leith leopard print velvet gloves,22.0
5431,leith tonal fringe scarf,38.0
5432,kate spade new york penguin beanie,88.0
5433,bp. crystal heart stud earrings,14.0
5434,marc jacobs redux grunge east/west tote,225.0
5435,marc jacobs snapshot leather card case,75.0
5436,leith faux fur oversized pom hat,29.0
5437,bp. goggles,24.0
5438,kendra scott lee diamond & white gold drop earrings,1500.0
